Frame;MethodName;RunTime;
00:37:22;GetVideoFrameFromVIP;8.9537;
00:37:22;PaintVideo;1.4812;
00:37:22;RenderFrame;10.6608;
00:37:23;GetVideoFrameFromVIP;9.407;
00:37:23;PaintVideo;1.5147;
00:37:23;RenderFrame;11.1529;
00:37:24;GetVideoFrameFromVIP;8.7186;
00:37:24;PaintVideo;1.1195;
00:37:24;RenderFrame;10.0464;
00:38:00;GetVideoFrameFromVIP;8.3622;
00:38:00;PaintVideo;1.2178;
00:38:01;GetVideoFrameFromVIP;8.1951;
00:38:01;PaintVideo;1.1801;
00:38:02;GetVideoFrameFromVIP;7.8506;
00:38:02;PaintVideo;1.3117;
00:38:03;GetVideoFrameFromVIP;7.8205;
00:38:03;PaintVideo;1.4269;
00:38:04;GetVideoFrameFromVIP;8.1045;
00:38:04;PaintVideo;1.2973;
00:38:05;GetVideoFrameFromVIP;8.0963;
00:38:05;PaintVideo;1.5576;
00:38:06;GetVideoFrameFromVIP;7.7373;
00:38:06;PaintVideo;1.3549;
00:38:07;GetVideoFrameFromVIP;8.3047;
00:38:07;PaintVideo;1.2522;
00:38:08;GetVideoFrameFromVIP;7.7261;
00:38:08;PaintVideo;1.3831;
00:38:09;GetVideoFrameFromVIP;7.9038;
00:38:09;PaintVideo;1.3229;
00:38:10;GetVideoFrameFromVIP;8.3357;
00:38:10;PaintVideo;1.2223;
00:38:11;GetVideoFrameFromVIP;7.9536;
00:38:11;PaintVideo;1.2898;
00:38:12;GetVideoFrameFromVIP;7.7149;
00:38:12;PaintVideo;1.3447;
00:38:13;GetVideoFrameFromVIP;8.2999;
00:38:13;PaintVideo;1.316;
00:38:14;GetVideoFrameFromVIP;7.8427;
00:38:14;PaintVideo;1.3118;
00:38:15;GetVideoFrameFromVIP;9.8187;
00:38:15;PaintVideo;0.7339;
00:38:15;RenderFrame;10.7291;
00:38:16;GetVideoFrameFromVIP;7.9352;
00:38:16;PaintVideo;1.3624;
00:38:17;GetVideoFrameFromVIP;8.5114;
00:38:17;PaintVideo;1.1831;
00:38:17;RenderFrame;10.1393;
00:38:18;GetVideoFrameFromVIP;8.5867;
00:38:18;PaintVideo;1.2419;
00:38:18;RenderFrame;10.0662;
00:38:19;GetVideoFrameFromVIP;8.2875;
00:38:19;PaintVideo;1.2995;
00:38:20;GetVideoFrameFromVIP;8.9434;
00:38:20;PaintVideo;1.2376;
00:38:20;RenderFrame;10.3975;
00:38:21;GetVideoFrameFromVIP;7.9445;
00:38:21;PaintVideo;1.3609;
00:38:22;GetVideoFrameFromVIP;8.0789;
00:38:22;PaintVideo;1.292;
00:38:23;GetVideoFrameFromVIP;7.802;
00:38:23;PaintVideo;1.4223;
00:38:24;GetVideoFrameFromVIP;8.1036;
00:38:24;PaintVideo;1.5325;
00:39:00;GetVideoFrameFromVIP;8.3738;
00:39:00;PaintVideo;1.16;
00:39:01;GetVideoFrameFromVIP;8.1487;
00:39:01;PaintVideo;1.1911;
00:39:02;GetVideoFrameFromVIP;7.8227;
00:39:02;PaintVideo;1.3605;
00:39:03;GetVideoFrameFromVIP;8.1804;
00:39:03;PaintVideo;1.1726;
00:39:04;GetVideoFrameFromVIP;8.2999;
00:39:04;PaintVideo;1.2761;
00:39:05;GetVideoFrameFromVIP;8.2283;
00:39:05;PaintVideo;1.296;
00:39:06;GetVideoFrameFromVIP;8.4023;
00:39:06;PaintVideo;1.1705;
00:39:07;GetVideoFrameFromVIP;8.098;
00:39:07;PaintVideo;1.3133;
00:39:08;GetVideoFrameFromVIP;8.121;
00:39:08;PaintVideo;1.1562;
00:39:09;GetVideoFrameFromVIP;8.1387;
00:39:09;PaintVideo;1.275;
00:39:10;GetVideoFrameFromVIP;8.0296;
00:39:10;PaintVideo;1.7583;
00:39:10;RenderFrame;10.1282;
00:39:11;GetVideoFrameFromVIP;7.4926;
00:39:11;PaintVideo;1.4064;
00:39:12;GetVideoFrameFromVIP;8.4809;
00:39:12;PaintVideo;1.1506;
00:39:13;GetVideoFrameFromVIP;7.6065;
00:39:13;PaintVideo;1.3388;
00:39:14;GetVideoFrameFromVIP;7.9979;
00:39:14;PaintVideo;1.3024;
00:39:15;GetVideoFrameFromVIP;8.1536;
00:39:15;PaintVideo;1.5468;
00:39:16;GetVideoFrameFromVIP;8.382;
00:39:16;PaintVideo;1.3923;
00:39:16;RenderFrame;10.0078;
00:39:17;GetVideoFrameFromVIP;8.6808;
00:39:17;PaintVideo;1.2015;
00:39:17;RenderFrame;10.0845;
00:39:18;GetVideoFrameFromVIP;8.2874;
00:39:18;PaintVideo;1.165;
00:39:19;GetVideoFrameFromVIP;7.49;
00:39:19;PaintVideo;1.3739;
00:39:20;GetVideoFrameFromVIP;8.1265;
00:39:20;PaintVideo;1.3015;
00:39:21;GetVideoFrameFromVIP;8.1836;
00:39:21;PaintVideo;1.4352;
00:39:22;GetVideoFrameFromVIP;7.8735;
00:39:22;PaintVideo;1.3622;
00:39:23;GetVideoFrameFromVIP;8.2758;
00:39:23;PaintVideo;1.1895;
00:39:24;GetVideoFrameFromVIP;8.1365;
00:39:24;PaintVideo;1.6107;
00:39:24;RenderFrame;10.0139;
00:40:00;GetVideoFrameFromVIP;7.9042;
00:40:00;PaintVideo;1.343;
00:40:01;GetVideoFrameFromVIP;66.3197;
00:40:01;PaintVideo;1.0983;
00:40:01;RenderFrame;67.7829;
00:40:02;GetVideoFrameFromVIP;11.0653;
00:40:02;PaintVideo;0.5394;
00:40:02;RenderFrame;11.8053;
00:40:03;GetVideoFrameFromVIP;10.2282;
00:40:03;PaintVideo;0.8315;
00:40:03;RenderFrame;11.2898;
00:40:04;GetVideoFrameFromVIP;8.8774;
00:40:04;PaintVideo;0.9886;
00:40:04;RenderFrame;10.2388;
00:40:05;GetVideoFrameFromVIP;7.7707;
00:40:05;PaintVideo;1.4027;
00:40:06;GetVideoFrameFromVIP;8.0479;
00:40:06;PaintVideo;1.4059;
00:40:07;GetVideoFrameFromVIP;7.6754;
00:40:07;PaintVideo;2.0824;
00:40:07;RenderFrame;10.0065;
00:40:08;GetVideoFrameFromVIP;7.8662;
00:40:08;PaintVideo;1.5042;
00:40:09;GetVideoFrameFromVIP;7.5668;
00:40:09;PaintVideo;1.3186;
00:40:10;GetVideoFrameFromVIP;8.609;
00:40:10;PaintVideo;1.3411;
00:40:10;RenderFrame;10.3282;
00:40:11;GetVideoFrameFromVIP;7.8676;
00:40:11;PaintVideo;1.3766;
00:40:12;GetVideoFrameFromVIP;7.7735;
00:40:12;PaintVideo;1.5668;
00:40:13;GetVideoFrameFromVIP;7.9685;
00:40:13;PaintVideo;1.4648;
00:40:14;GetVideoFrameFromVIP;8.0162;
00:40:14;PaintVideo;1.3435;
00:40:15;GetVideoFrameFromVIP;8.2185;
00:40:15;PaintVideo;1.4782;
00:40:16;GetVideoFrameFromVIP;6.3537;
00:40:16;PaintVideo;1.4897;
00:40:17;GetVideoFrameFromVIP;9.058;
00:40:17;PaintVideo;1.4683;
00:40:17;RenderFrame;11.067;
00:40:18;GetVideoFrameFromVIP;7.9069;
00:40:18;PaintVideo;1.5821;
00:40:19;GetVideoFrameFromVIP;6.8299;
00:40:19;PaintVideo;1.4305;
00:40:20;GetVideoFrameFromVIP;9.1523;
00:40:20;PaintVideo;1.2323;
00:40:20;RenderFrame;10.7802;
00:40:21;GetVideoFrameFromVIP;9.2233;
00:40:21;PaintVideo;1.1603;
00:40:21;RenderFrame;10.6776;
00:40:22;GetVideoFrameFromVIP;8.7556;
00:40:22;PaintVideo;1.2405;
00:40:22;RenderFrame;10.1893;
00:40:23;GetVideoFrameFromVIP;8.5576;
00:40:23;PaintVideo;1.0889;
00:40:24;GetVideoFrameFromVIP;8.0792;
00:40:24;PaintVideo;1.2971;
00:41:00;GetVideoFrameFromVIP;8.2257;
00:41:00;PaintVideo;1.4762;
00:41:01;GetVideoFrameFromVIP;8.4937;
00:41:01;PaintVideo;1.2189;
00:41:02;GetVideoFrameFromVIP;8.3792;
00:41:02;PaintVideo;1.1072;
00:41:03;GetVideoFrameFromVIP;8.2376;
00:41:03;PaintVideo;1.1629;
00:41:04;GetVideoFrameFromVIP;8.219;
00:41:04;PaintVideo;1.4882;
00:41:05;GetVideoFrameFromVIP;8.0733;
00:41:05;PaintVideo;1.3436;
00:41:06;GetVideoFrameFromVIP;8.5614;
00:41:06;PaintVideo;1.0089;
00:41:06;RenderFrame;10.0064;
00:41:07;GetVideoFrameFromVIP;8.2067;
00:41:07;PaintVideo;1.2618;
00:41:08;GetVideoFrameFromVIP;8.4101;
00:41:08;PaintVideo;1.0939;
00:41:09;GetVideoFrameFromVIP;8.396;
00:41:09;PaintVideo;1.1702;
00:41:10;GetVideoFrameFromVIP;8.0096;
00:41:10;PaintVideo;1.2766;
00:41:11;GetVideoFrameFromVIP;8.3039;
00:41:11;PaintVideo;1.2798;
00:41:12;GetVideoFrameFromVIP;8.4426;
00:41:12;PaintVideo;1.1182;
00:41:13;GetVideoFrameFromVIP;8.3048;
00:41:13;PaintVideo;1.1152;
00:41:14;GetVideoFrameFromVIP;8.34;
00:41:14;PaintVideo;1.1458;
00:41:15;GetVideoFrameFromVIP;8.9387;
00:41:15;PaintVideo;1.4304;
00:41:15;RenderFrame;10.6146;
00:41:16;GetVideoFrameFromVIP;7.9378;
00:41:16;PaintVideo;1.2957;
00:41:17;GetVideoFrameFromVIP;8.6059;
00:41:17;PaintVideo;1.2089;
00:41:17;RenderFrame;10.033;
00:41:18;GetVideoFrameFromVIP;9.2431;
00:41:18;PaintVideo;1.0467;
00:41:18;RenderFrame;10.5736;
00:41:19;GetVideoFrameFromVIP;8.989;
00:41:19;PaintVideo;1.0397;
00:41:19;RenderFrame;10.2559;
00:41:20;GetVideoFrameFromVIP;8.633;
00:41:20;PaintVideo;1.2034;
00:41:20;RenderFrame;10.0789;
00:41:21;GetVideoFrameFromVIP;8.2148;
00:41:21;PaintVideo;1.1927;
00:41:22;GetVideoFrameFromVIP;8.3822;
00:41:22;PaintVideo;1.2996;
00:41:23;GetVideoFrameFromVIP;8.5319;
00:41:23;PaintVideo;1.298;
00:41:23;RenderFrame;10.0885;
00:41:24;GetVideoFrameFromVIP;7.9964;
00:41:24;PaintVideo;1.2942;
00:42:00;GetVideoFrameFromVIP;8.309;
00:42:00;PaintVideo;1.1908;
00:42:01;GetVideoFrameFromVIP;8.352;
00:42:01;PaintVideo;1.2764;
00:42:02;GetVideoFrameFromVIP;58.2084;
00:42:02;PaintVideo;0.238;
00:42:02;RenderFrame;58.5611;
00:42:03;GetVideoFrameFromVIP;8.8055;
00:42:03;PaintVideo;1.0719;
00:42:03;RenderFrame;10.1628;
00:42:04;GetVideoFrameFromVIP;9.6603;
00:42:04;PaintVideo;1.1281;
00:42:04;RenderFrame;10.9713;
00:42:05;GetVideoFrameFromVIP;9.3179;
00:42:05;PaintVideo;1.0904;
00:42:05;RenderFrame;10.8452;
00:42:06;GetVideoFrameFromVIP;9.148;
00:42:06;PaintVideo;1.107;
00:42:06;RenderFrame;10.4401;
00:42:07;GetVideoFrameFromVIP;9.6169;
00:42:07;PaintVideo;0.9599;
00:42:07;RenderFrame;10.7529;
00:42:08;GetVideoFrameFromVIP;9.8643;
00:42:08;PaintVideo;0.8049;
00:42:08;RenderFrame;10.8554;
00:42:09;GetVideoFrameFromVIP;10.4606;
00:42:09;PaintVideo;0.8913;
00:42:09;RenderFrame;11.627;
00:42:10;GetVideoFrameFromVIP;10.5776;
00:42:10;PaintVideo;0.6136;
00:42:10;RenderFrame;11.5081;
00:42:11;GetVideoFrameFromVIP;9.5646;
00:42:11;PaintVideo;1.158;
00:42:11;RenderFrame;10.9362;
00:42:12;GetVideoFrameFromVIP;9.4944;
00:42:12;PaintVideo;1.479;
00:42:12;RenderFrame;11.2169;
00:42:13;GetVideoFrameFromVIP;7.6547;
00:42:13;PaintVideo;1.5758;
00:42:14;GetVideoFrameFromVIP;10.1093;
00:42:14;PaintVideo;1.4062;
00:42:14;RenderFrame;11.8723;
00:42:15;GetVideoFrameFromVIP;8.4359;
00:42:15;PaintVideo;1.7216;
00:42:15;RenderFrame;10.423;
00:42:16;GetVideoFrameFromVIP;9.0712;
00:42:16;PaintVideo;1.3031;
00:42:16;RenderFrame;10.6326;
00:42:17;GetVideoFrameFromVIP;8.7265;
00:42:17;PaintVideo;1.3394;
00:42:17;RenderFrame;10.3692;
00:42:18;GetVideoFrameFromVIP;9.0948;
00:42:18;PaintVideo;1.4892;
00:42:18;RenderFrame;10.8075;
00:42:19;GetVideoFrameFromVIP;8.5181;
00:42:19;PaintVideo;1.5577;
00:42:19;RenderFrame;10.3648;
00:42:20;GetVideoFrameFromVIP;8.7398;
00:42:20;PaintVideo;1.387;
00:42:20;RenderFrame;10.5711;
00:42:21;GetVideoFrameFromVIP;9.2392;
00:42:21;PaintVideo;1.318;
00:42:21;RenderFrame;10.8942;
00:42:22;GetVideoFrameFromVIP;8.6544;
00:42:22;PaintVideo;1.4207;
00:42:22;RenderFrame;10.4982;
00:42:23;GetVideoFrameFromVIP;7.7311;
00:42:23;PaintVideo;1.4257;
00:42:24;GetVideoFrameFromVIP;10.1877;
00:42:24;PaintVideo;1.1205;
00:42:24;RenderFrame;11.6087;
00:43:00;GetVideoFrameFromVIP;8.5084;
00:43:00;PaintVideo;1.5931;
00:43:00;RenderFrame;10.3671;
00:43:01;GetVideoFrameFromVIP;6.5036;
00:43:01;PaintVideo;1.7518;
00:43:02;GetVideoFrameFromVIP;8.0748;
00:43:02;PaintVideo;1.5919;
00:43:02;RenderFrame;10.116;
00:43:03;GetVideoFrameFromVIP;6.4224;
00:43:03;PaintVideo;1.541;
00:43:04;GetVideoFrameFromVIP;8.4466;
00:43:04;PaintVideo;1.4523;
00:43:04;RenderFrame;10.3464;
00:43:05;GetVideoFrameFromVIP;12.8274;
00:43:05;PaintVideo;1.4094;
00:43:05;RenderFrame;14.6693;
00:43:06;GetVideoFrameFromVIP;6.7809;
00:43:06;PaintVideo;1.6156;
00:43:07;GetVideoFrameFromVIP;6.6926;
00:43:07;PaintVideo;1.3674;
00:43:08;GetVideoFrameFromVIP;6.4369;
00:43:08;PaintVideo;1.3609;
00:43:09;GetVideoFrameFromVIP;6.6147;
00:43:09;PaintVideo;1.7576;
00:43:10;GetVideoFrameFromVIP;6.4765;
00:43:10;PaintVideo;1.3362;
00:43:11;GetVideoFrameFromVIP;7.21;
00:43:11;PaintVideo;1.6335;
00:43:12;GetVideoFrameFromVIP;7.7991;
00:43:12;PaintVideo;1.2751;
00:43:13;GetVideoFrameFromVIP;6.1938;
00:43:13;PaintVideo;1.3545;
00:43:14;GetVideoFrameFromVIP;7.3444;
00:43:14;PaintVideo;1.3601;
00:43:15;GetVideoFrameFromVIP;7.6044;
00:43:15;PaintVideo;1.3693;
00:43:16;GetVideoFrameFromVIP;6.8991;
00:43:16;PaintVideo;1.3158;
00:43:17;GetVideoFrameFromVIP;7.6058;
00:43:17;PaintVideo;1.3911;
00:43:18;GetVideoFrameFromVIP;6.2629;
00:43:18;PaintVideo;1.5171;
00:43:19;GetVideoFrameFromVIP;7.0718;
00:43:19;PaintVideo;1.3609;
00:43:20;GetVideoFrameFromVIP;7.1882;
00:43:20;PaintVideo;1.372;
00:43:21;GetVideoFrameFromVIP;7.4286;
00:43:21;PaintVideo;1.3923;
00:43:22;GetVideoFrameFromVIP;7.1694;
00:43:22;PaintVideo;1.3607;
00:43:23;GetVideoFrameFromVIP;7.2529;
00:43:23;PaintVideo;1.2753;
00:43:24;GetVideoFrameFromVIP;6.9049;
00:43:24;PaintVideo;1.3486;
00:44:00;GetVideoFrameFromVIP;9.1737;
00:44:00;PaintVideo;1.4594;
00:44:00;RenderFrame;11.0642;
00:44:01;GetVideoFrameFromVIP;6.5993;
00:44:01;PaintVideo;1.8462;
00:44:02;GetVideoFrameFromVIP;7.2412;
00:44:02;PaintVideo;1.8877;
00:44:03;GetVideoFrameFromVIP;6.1297;
00:44:03;PaintVideo;1.3511;
00:44:04;GetVideoFrameFromVIP;7.6557;
00:44:04;PaintVideo;1.3724;
00:44:05;GetVideoFrameFromVIP;7.0438;
00:44:05;PaintVideo;1.5234;
00:44:06;GetVideoFrameFromVIP;6.416;
00:44:06;PaintVideo;1.4705;
00:44:07;GetVideoFrameFromVIP;7.2789;
00:44:07;PaintVideo;1.3642;
00:44:08;GetVideoFrameFromVIP;6.922;
00:44:08;PaintVideo;1.425;
00:44:09;GetVideoFrameFromVIP;6.7114;
00:44:09;PaintVideo;1.3662;
00:44:10;GetVideoFrameFromVIP;7.7619;
00:44:10;PaintVideo;1.3774;
00:44:11;GetVideoFrameFromVIP;6.8462;
00:44:11;PaintVideo;1.5319;
00:44:12;GetVideoFrameFromVIP;6.809;
00:44:12;PaintVideo;1.3568;
00:44:13;GetVideoFrameFromVIP;6.5584;
00:44:13;PaintVideo;1.3761;
00:44:14;GetVideoFrameFromVIP;6.8937;
00:44:14;PaintVideo;1.6281;
00:44:15;GetVideoFrameFromVIP;7.4245;
00:44:15;PaintVideo;1.4892;
00:44:16;GetVideoFrameFromVIP;7.1139;
00:44:16;PaintVideo;1.6354;
00:44:17;GetVideoFrameFromVIP;7.0046;
00:44:17;PaintVideo;1.3755;
00:44:18;GetVideoFrameFromVIP;6.0979;
00:44:18;PaintVideo;1.3578;
00:44:19;GetVideoFrameFromVIP;7.6192;
00:44:19;PaintVideo;1.5646;
00:44:20;GetVideoFrameFromVIP;7.6566;
00:44:20;PaintVideo;1.3439;
00:44:21;GetVideoFrameFromVIP;7.1564;
00:44:21;PaintVideo;1.9712;
00:44:22;GetVideoFrameFromVIP;7.6664;
00:44:22;PaintVideo;1.5573;
00:44:23;GetVideoFrameFromVIP;6.8508;
00:44:23;PaintVideo;1.4383;
00:44:24;GetVideoFrameFromVIP;7.0393;
00:44:24;PaintVideo;1.3731;
00:45:00;GetVideoFrameFromVIP;7.0872;
00:45:00;PaintVideo;1.3218;
00:45:01;GetVideoFrameFromVIP;7.4788;
00:45:01;PaintVideo;1.3708;
00:45:02;GetVideoFrameFromVIP;7.0844;
00:45:02;PaintVideo;1.3847;
00:45:03;GetVideoFrameFromVIP;6.2195;
00:45:03;PaintVideo;1.5436;
00:45:04;GetVideoFrameFromVIP;7.1887;
00:45:04;PaintVideo;1.6008;
00:45:05;GetVideoFrameFromVIP;6.7769;
00:45:05;PaintVideo;1.3735;
00:45:06;GetVideoFrameFromVIP;7.3506;
00:45:06;PaintVideo;1.4936;
00:45:07;GetVideoFrameFromVIP;6.8233;
00:45:07;PaintVideo;1.3909;
00:45:08;GetVideoFrameFromVIP;5.9481;
00:45:08;PaintVideo;1.4005;
00:45:09;GetVideoFrameFromVIP;7.4315;
00:45:09;PaintVideo;1.5103;
00:45:10;GetVideoFrameFromVIP;58.6146;
00:45:10;PaintVideo;0.2467;
00:45:10;RenderFrame;59.2104;
00:45:11;GetVideoFrameFromVIP;7.6808;
00:45:11;PaintVideo;1.3252;
00:45:12;GetVideoFrameFromVIP;7.7632;
00:45:12;PaintVideo;1.4181;
00:45:13;GetVideoFrameFromVIP;7.1116;
00:45:13;PaintVideo;1.5699;
00:45:14;GetVideoFrameFromVIP;8.7412;
00:45:14;PaintVideo;1.534;
00:45:14;RenderFrame;10.6952;
00:45:15;GetVideoFrameFromVIP;7.1651;
00:45:15;PaintVideo;1.7428;
00:45:16;GetVideoFrameFromVIP;8.3795;
00:45:16;PaintVideo;1.3448;
00:45:16;RenderFrame;10.1755;
00:45:17;GetVideoFrameFromVIP;7.2948;
00:45:17;PaintVideo;1.3556;
00:45:18;GetVideoFrameFromVIP;7.0206;
00:45:18;PaintVideo;1.3091;
00:45:19;GetVideoFrameFromVIP;8.0945;
00:45:19;PaintVideo;1.389;
00:45:19;RenderFrame;10.0325;
00:45:20;GetVideoFrameFromVIP;7.9765;
00:45:20;PaintVideo;1.2997;
00:45:21;GetVideoFrameFromVIP;8.4675;
00:45:21;PaintVideo;1.646;
00:45:21;RenderFrame;10.6153;
00:45:22;GetVideoFrameFromVIP;6.5272;
00:45:22;PaintVideo;1.4046;
00:45:23;GetVideoFrameFromVIP;8.1263;
00:45:23;PaintVideo;1.4004;
00:45:24;GetVideoFrameFromVIP;8.1613;
00:45:24;PaintVideo;1.4966;
00:45:24;RenderFrame;10.2753;
00:46:00;GetVideoFrameFromVIP;7.9248;
00:46:00;PaintVideo;1.4065;
00:46:01;GetVideoFrameFromVIP;5.5955;
00:46:01;PaintVideo;1.3299;
00:46:02;GetVideoFrameFromVIP;6.169;
00:46:02;PaintVideo;1.3545;
00:46:03;GetVideoFrameFromVIP;7.0846;
00:46:03;PaintVideo;1.3826;
00:46:04;GetVideoFrameFromVIP;6.9006;
00:46:04;PaintVideo;1.408;
00:46:05;GetVideoFrameFromVIP;7.5011;
00:46:05;PaintVideo;1.3567;
00:46:06;GetVideoFrameFromVIP;7.1317;
00:46:06;PaintVideo;1.8388;
00:46:07;GetVideoFrameFromVIP;4.7947;
00:46:07;PaintVideo;1.6286;
00:46:08;GetVideoFrameFromVIP;7.5326;
00:46:08;PaintVideo;1.4728;
00:46:09;GetVideoFrameFromVIP;5.7642;
00:46:09;PaintVideo;1.7091;
00:46:10;GetVideoFrameFromVIP;7.8869;
00:46:10;PaintVideo;1.5608;
00:46:10;RenderFrame;10.2738;
00:46:11;GetVideoFrameFromVIP;6.3897;
00:46:11;PaintVideo;1.5607;
00:46:12;GetVideoFrameFromVIP;5.6004;
00:46:12;PaintVideo;1.4763;
00:46:13;GetVideoFrameFromVIP;7.56;
00:46:13;PaintVideo;1.4286;
00:46:14;GetVideoFrameFromVIP;6.1927;
00:46:14;PaintVideo;1.3804;
00:46:15;GetVideoFrameFromVIP;7.8688;
00:46:15;PaintVideo;1.4158;
00:46:16;GetVideoFrameFromVIP;6.109;
00:46:16;PaintVideo;1.6378;
00:46:17;GetVideoFrameFromVIP;5.3682;
00:46:17;PaintVideo;1.4138;
00:46:18;GetVideoFrameFromVIP;6.5266;
00:46:18;PaintVideo;1.7981;
00:46:19;GetVideoFrameFromVIP;7.2215;
00:46:19;PaintVideo;1.5353;
00:46:20;GetVideoFrameFromVIP;6.2098;
00:46:20;PaintVideo;1.5443;
00:46:21;GetVideoFrameFromVIP;6.2039;
00:46:21;PaintVideo;1.4028;
00:46:22;GetVideoFrameFromVIP;6.0134;
00:46:22;PaintVideo;1.4315;
00:46:23;GetVideoFrameFromVIP;6.3412;
00:46:23;PaintVideo;1.5419;
00:46:24;GetVideoFrameFromVIP;7.3128;
00:46:24;PaintVideo;1.382;
00:47:00;GetVideoFrameFromVIP;6.3389;
00:47:00;PaintVideo;1.4132;
00:47:01;GetVideoFrameFromVIP;7.4438;
00:47:01;PaintVideo;1.4654;
00:47:02;GetVideoFrameFromVIP;4.8264;
00:47:02;PaintVideo;1.515;
00:47:03;GetVideoFrameFromVIP;7.5352;
00:47:03;PaintVideo;1.7068;
00:47:04;GetVideoFrameFromVIP;7.732;
00:47:04;PaintVideo;1.4669;
00:47:05;GetVideoFrameFromVIP;6.7196;
00:47:05;PaintVideo;1.5678;
00:47:06;GetVideoFrameFromVIP;7.6039;
00:47:06;PaintVideo;1.4296;
00:47:07;GetVideoFrameFromVIP;4.6363;
00:47:07;PaintVideo;1.3927;
00:47:08;GetVideoFrameFromVIP;9.001;
00:47:08;PaintVideo;1.861;
00:47:08;RenderFrame;11.3583;
00:47:09;GetVideoFrameFromVIP;4.6701;
00:47:09;PaintVideo;1.8764;
00:47:10;GetVideoFrameFromVIP;8.2396;
00:47:10;PaintVideo;1.4698;
00:47:10;RenderFrame;10.1788;
00:47:11;GetVideoFrameFromVIP;6.5717;
00:47:11;PaintVideo;1.4234;
00:47:12;GetVideoFrameFromVIP;5.7738;
00:47:12;PaintVideo;1.3657;
00:47:13;GetVideoFrameFromVIP;6.815;
00:47:13;PaintVideo;1.4124;
00:47:14;GetVideoFrameFromVIP;6.8561;
00:47:14;PaintVideo;1.4057;
00:47:15;GetVideoFrameFromVIP;7.4887;
00:47:15;PaintVideo;1.391;
00:47:16;GetVideoFrameFromVIP;6.578;
00:47:16;PaintVideo;1.4383;
00:47:17;GetVideoFrameFromVIP;6.3114;
00:47:17;PaintVideo;1.5062;
00:47:18;GetVideoFrameFromVIP;5.9754;
00:47:18;PaintVideo;1.8217;
00:47:19;GetVideoFrameFromVIP;7.0104;
00:47:19;PaintVideo;1.5382;
00:47:20;GetVideoFrameFromVIP;6.3248;
00:47:20;PaintVideo;1.5849;
00:47:21;GetVideoFrameFromVIP;7.3829;
00:47:21;PaintVideo;1.4469;
00:47:22;GetVideoFrameFromVIP;5.1734;
00:47:22;PaintVideo;1.3723;
00:47:23;GetVideoFrameFromVIP;7.4328;
00:47:23;PaintVideo;1.3896;
00:47:24;GetVideoFrameFromVIP;6.1966;
00:47:24;PaintVideo;1.3401;
00:48:00;GetVideoFrameFromVIP;6.8917;
00:48:00;PaintVideo;1.565;
00:48:01;GetVideoFrameFromVIP;7.2717;
00:48:01;PaintVideo;1.3892;
00:48:02;GetVideoFrameFromVIP;4.8182;
00:48:02;PaintVideo;1.3944;
00:48:03;GetVideoFrameFromVIP;8.6606;
00:48:03;PaintVideo;1.8292;
00:48:03;RenderFrame;11.0182;
00:48:04;GetVideoFrameFromVIP;4.8158;
00:48:04;PaintVideo;1.9898;
00:48:05;GetVideoFrameFromVIP;7.5127;
00:48:05;PaintVideo;1.6068;
00:48:06;GetVideoFrameFromVIP;7.1707;
00:48:06;PaintVideo;1.5754;
00:48:07;GetVideoFrameFromVIP;5.8123;
00:48:07;PaintVideo;1.4408;
00:48:08;GetVideoFrameFromVIP;7.7548;
00:48:08;PaintVideo;1.4564;
00:48:09;GetVideoFrameFromVIP;6.5691;
00:48:09;PaintVideo;2.1781;
00:48:10;GetVideoFrameFromVIP;6.8824;
00:48:10;PaintVideo;1.4661;
00:48:11;GetVideoFrameFromVIP;7.1241;
00:48:11;PaintVideo;1.4304;
00:48:12;GetVideoFrameFromVIP;5.7377;
00:48:12;PaintVideo;1.4168;
00:48:13;GetVideoFrameFromVIP;7.513;
00:48:13;PaintVideo;1.7016;
00:48:14;GetVideoFrameFromVIP;6.1264;
00:48:14;PaintVideo;1.5248;
00:48:15;GetVideoFrameFromVIP;7.9401;
00:48:15;PaintVideo;1.6474;
00:48:15;RenderFrame;10.275;
00:48:16;GetVideoFrameFromVIP;5.8982;
00:48:16;PaintVideo;1.6217;
00:48:17;GetVideoFrameFromVIP;6.2783;
00:48:17;PaintVideo;1.3755;
00:48:18;GetVideoFrameFromVIP;6.5173;
00:48:18;PaintVideo;1.5902;
00:48:19;GetVideoFrameFromVIP;7.5239;
00:48:19;PaintVideo;1.4214;
00:48:20;GetVideoFrameFromVIP;6.8783;
00:48:20;PaintVideo;1.4051;
00:48:21;GetVideoFrameFromVIP;7.0421;
00:48:21;PaintVideo;1.4111;
00:48:22;GetVideoFrameFromVIP;6.4042;
00:48:22;PaintVideo;1.418;
00:48:23;GetVideoFrameFromVIP;7.1373;
00:48:23;PaintVideo;1.5027;
00:48:24;GetVideoFrameFromVIP;8.0206;
00:48:24;PaintVideo;2.0196;
00:48:24;RenderFrame;10.6568;
00:49:00;GetVideoFrameFromVIP;6.5393;
00:49:00;PaintVideo;1.3979;
00:49:01;GetVideoFrameFromVIP;6.1981;
00:49:01;PaintVideo;1.5304;
00:49:02;GetVideoFrameFromVIP;4.4215;
00:49:02;PaintVideo;0.4279;
00:49:03;GetVideoFrameFromVIP;0.9089;
00:49:03;PaintVideo;0.3207;
00:49:04;GetVideoFrameFromVIP;0.6253;
00:49:04;PaintVideo;0.2447;
00:49:05;GetVideoFrameFromVIP;0.6001;
00:49:05;PaintVideo;0.2566;
