Frame;Duration;
02:25:00;3.072;
02:25:01;3.0425;
02:25:02;2.9707;
02:25:03;3.1244;
02:25:04;3.0979;
02:25:05;3.3374;
02:25:06;3.3116;
02:25:07;3.1403;
02:25:08;2.8201;
02:25:09;2.9682;
02:25:10;3.0246;
02:25:11;3.0824;
02:25:12;3.0914;
02:25:13;2.7697;
02:25:14;2.7365;
02:25:15;2.8062;
02:25:16;2.7888;
02:25:17;3.1605;
02:25:18;2.9223;
02:25:19;2.8554;
02:25:20;2.9683;
02:25:21;2.8664;
02:25:22;3.0716;
02:25:23;3.0613;
02:25:24;2.8656;
02:26:00;2.962;
02:26:01;2.9056;
02:26:02;2.9987;
02:26:03;3.1418;
02:26:05;4.5112;
02:26:06;4.0238;
02:26:07;4.1778;
02:26:08;3.9591;
02:26:09;4.0458;
02:26:10;4.2803;
02:26:11;4.2919;
02:26:12;4.431;
02:26:13;4.3909;
02:26:14;4.5172;
02:26:15;4.3883;
02:26:16;4.1141;
02:26:17;4.1946;
02:26:18;4.3009;
02:26:19;4.0816;
02:26:20;4.1185;
02:26:21;4.1799;
02:26:22;4.3284;
02:26:23;4.0684;
02:26:24;3.9074;
02:27:00;3.8903;
02:27:01;4.843;
02:27:02;4.4513;
02:27:03;4.0517;
02:27:04;4.0586;
02:27:05;4.4352;
02:27:06;4.3997;
02:27:07;4.0346;
02:27:08;4.3234;
02:27:09;4.4007;
02:27:10;4.3856;
02:27:11;4.3284;
02:27:12;4.521;
02:27:13;3.9345;
02:27:14;4.076;
02:27:15;4.0429;
02:27:16;4.3885;
02:27:17;4.1342;
02:27:18;4.0057;
02:27:19;4.0575;
02:27:20;4.1641;
02:27:21;4.3803;
02:27:22;4.2959;
02:27:23;4.5572;
02:27:24;4.2055;
02:28:00;3.9949;
02:28:01;4.3474;
02:28:02;4.013;
02:28:03;4.2703;
02:28:04;3.9844;
02:28:05;4.0908;
02:28:06;4.4623;
02:28:07;4.2577;
02:28:08;4.3414;
02:28:09;3.9371;
02:28:10;4.2327;
02:28:11;4.3046;
02:28:12;4.4355;
02:28:13;4.3002;
02:28:14;4.1567;
02:28:15;4.0049;
02:28:16;4.0936;
02:28:17;4.0453;
02:28:18;4.0313;
02:28:19;3.7895;
02:28:20;3.9086;
02:28:21;4.5582;
02:28:22;4.3277;
02:28:23;4.3322;
02:28:24;4.0133;
02:29:00;4.3099;
02:29:01;3.841;
02:29:02;4.2135;
02:29:03;3.9777;
02:29:04;4.1758;
02:29:05;4.1923;
02:29:06;4.3893;
02:29:07;4.3767;
02:29:08;4.2361;
02:29:09;4.0117;
02:29:10;3.9678;
02:29:11;4.2252;
02:29:12;4.5152;
02:29:13;4.1896;
02:29:14;4.0232;
02:29:15;4.0055;
02:29:16;4.4347;
02:29:17;4.3215;
02:29:18;4.3035;
02:29:19;4.0184;
02:29:20;4.237;
02:29:21;4.102;
02:29:22;4.0574;
02:29:23;4.2347;
02:29:24;4.3573;
02:30:00;3.9993;
02:30:01;4.5159;
02:30:02;4.1271;
02:30:03;4.4794;
02:30:04;3.9759;
02:30:05;4.0044;
02:30:06;4.3512;
02:30:07;4.0369;
02:30:08;4.2563;
02:30:09;3.939;
02:30:10;3.363;
02:30:11;2.9734;
02:30:12;2.8642;
02:30:13;2.9252;
02:30:14;2.702;
02:30:15;3.0443;
02:30:16;3.125;
02:30:17;3.4334;
02:30:18;2.9244;
02:30:19;2.8108;
02:30:20;3.0887;
02:30:21;3.2999;
02:30:22;3.0093;
02:30:23;3.1912;
02:30:24;2.9312;
02:31:00;2.8615;
02:31:01;2.9447;
02:31:02;3.2589;
02:31:03;1.8283;
02:31:04;1.6499;
02:31:05;1.786;
02:31:06;1.6714;
02:31:07;1.6783;
02:31:08;1.6634;
02:31:09;2.0455;
02:31:10;2.0127;
02:31:11;1.7521;
02:31:12;1.6626;
02:31:13;1.664;
02:31:14;1.6282;
02:31:15;1.7916;
02:31:16;1.7179;
02:31:17;1.7202;
02:31:18;1.9756;
02:31:19;1.9231;
02:31:20;1.7167;
02:31:21;1.6381;
